name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity 
HD 164604 b,128,1.99792 Jupiters,9.62,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6969/hd-164604-b/
HD 164922 b,72,0.36497 Jupiters,7.01227,2005,https://exoplanets.nasa.gov//exoplanet-catalog/6968/hd-164922-b/
HD 164922 c,72,13 Earths,7.01227,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7245/hd-164922-c/
HD 164922 d,72,4 Earths,7.01227,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7625/hd-164922-d/
HD 164922 e,72,10.52012 Earths,7.01227,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7882/hd-164922-e/
HD 165155 b,207,2.89 Jupiters,9.36,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7237/hd-165155-b/
HD 1666 b,385,6.43 Jupiters,8.17,2015,https://exoplanets.nasa.gov//exoplanet-catalog/6776/hd-1666-b/
HD 166724 b,147,3.53 Jupiters,9.33,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6970/hd-166724-b/
HD 167042 b,162,1.7 Jupiters,5.98796,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6971/hd-167042-b/
HD 168009 b,76,9.53485 Earths,6.295,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7883/hd-168009-b/
HD 168443 b,129,7.659 Jupiters,6.92122,1998,https://exoplanets.nasa.gov//exoplanet-catalog/6972/hd-168443-b/
HD 168443 c,129,17.193 Jupiters,6.92122,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6973/hd-168443-c/
HD 168746 b,136,0.27 Jupiters,7.95,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6974/hd-168746-b/
HD 1690 b,2455,8.79 Jupiters,9.19,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6777/hd-1690-b/
HD 169830 b,123,2.88 Jupiters,5.9,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6975/hd-169830-b/
HD 169830 c,123,4.04 Jupiters,5.9,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6976/hd-169830-c/
HD 170469 b,196,0.66 Jupiters,8.21,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6977/hd-170469-b/
HD 17092 b,745,10.13 Jupiters,7.732,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6587/hd-17092-b/
HD 171028 b,364,2.62 Jupiters,8.292,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6978/hd-171028-b/
HD 168009 b,76,9.53485 Earths,6.295,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7883/hd-168009-b/
HD 168443 b,129,7.659 Jupiters,6.92122,1998,https://exoplanets.nasa.gov//exoplanet-catalog/6972/hd-168443-b/
HD 168443 c,129,17.193 Jupiters,6.92122,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6973/hd-168443-c/
HD 168746 b,136,0.27 Jupiters,7.95,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6974/hd-168746-b/
HD 1690 b,2455,8.79 Jupiters,9.19,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6777/hd-1690-b/
HD 169830 b,123,2.88 Jupiters,5.9,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6975/hd-169830-b/
HD 169830 c,123,4.04 Jupiters,5.9,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6976/hd-169830-c/
HD 170469 b,196,0.66 Jupiters,8.21,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6977/hd-170469-b/
HD 17092 b,745,10.13 Jupiters,7.732,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6587/hd-17092-b/
HD 171028 b,364,2.62 Jupiters,8.292,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6978/hd-171028-b/
HD 168009 b,76,9.53485 Earths,6.295,2021,https://exoplanets.nasa.gov//exoplanet-catalog/7883/hd-168009-b/
HD 168443 b,129,7.659 Jupiters,6.92122,1998,https://exoplanets.nasa.gov//exoplanet-catalog/6972/hd-168443-b/
HD 168443 c,129,17.193 Jupiters,6.92122,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6973/hd-168443-c/
HD 168746 b,136,0.27 Jupiters,7.95,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6974/hd-168746-b/
HD 1690 b,2455,8.79 Jupiters,9.19,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6777/hd-1690-b/
HD 169830 b,123,2.88 Jupiters,5.9,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6975/hd-169830-b/
HD 169830 c,123,4.04 Jupiters,5.9,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6976/hd-169830-c/
HD 170469 b,196,0.66 Jupiters,8.21,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6977/hd-170469-b/
HD 17092 b,745,10.13 Jupiters,7.732,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6587/hd-17092-b/
HD 171028 b,364,2.62 Jupiters,8.292,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6978/hd-171028-b/
HD 177830 b,205,1.69 Jupiters,7.18,1999,https://exoplanets.nasa.gov//exoplanet-catalog/6983/hd-177830-b/
HD 177830 c,205,0.15 Jupiters,7.18,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6984/hd-177830-c/
HD 178911 B b,134,8.03 Jupiters,7.97,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6814/hd-178911-b-b/
HD 179079 b,227,25.74423 Earths,7.95,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6815/hd-179079-b/
HD 179949 b,90,0.916 Jupiters,6.25,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6816/hd-179949-b/
HD 180053 b,447,2.194 Jupiters,7.93,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7358/hd-180053-b/
HD 18015 b,404,3.18 Jupiters,7.89,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7355/hd-18015-b/
HD 180314 b,399,20.13 Jupiters,6.61519,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6817/hd-180314-b/
HD 180617 b,19,12.214 Earths,9.12,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7407/hd-180617-b/
HD 180902 b,341,1.685 Jupiters,7.78,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6818/hd-180902-b/
HD 177830 b,205,1.69 Jupiters,7.18,1999,https://exoplanets.nasa.gov//exoplanet-catalog/6983/hd-177830-b/
HD 177830 c,205,0.15 Jupiters,7.18,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6984/hd-177830-c/
HD 178911 B b,134,8.03 Jupiters,7.97,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6814/hd-178911-b-b/
HD 179079 b,227,25.74423 Earths,7.95,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6815/hd-179079-b/
HD 179949 b,90,0.916 Jupiters,6.25,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6816/hd-179949-b/
HD 180053 b,447,2.194 Jupiters,7.93,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7358/hd-180053-b/
HD 18015 b,404,3.18 Jupiters,7.89,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7355/hd-18015-b/
HD 180314 b,399,20.13 Jupiters,6.61519,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6817/hd-180314-b/
HD 180617 b,19,12.214 Earths,9.12,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7407/hd-180617-b/
HD 180902 b,341,1.685 Jupiters,7.78,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6818/hd-180902-b/
HD 177830 b,205,1.69 Jupiters,7.18,1999,https://exoplanets.nasa.gov//exoplanet-catalog/6983/hd-177830-b/
HD 177830 c,205,0.15 Jupiters,7.18,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6984/hd-177830-c/
HD 178911 B b,134,8.03 Jupiters,7.97,2001,https://exoplanets.nasa.gov//exoplanet-catalog/6814/hd-178911-b-b/
HD 179079 b,227,25.74423 Earths,7.95,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6815/hd-179079-b/
HD 179949 b,90,0.916 Jupiters,6.25,2000,https://exoplanets.nasa.gov//exoplanet-catalog/6816/hd-179949-b/
HD 180053 b,447,2.194 Jupiters,7.93,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7358/hd-180053-b/
HD 18015 b,404,3.18 Jupiters,7.89,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7355/hd-18015-b/
HD 180314 b,399,20.13 Jupiters,6.61519,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6817/hd-180314-b/
HD 180617 b,19,12.214 Earths,9.12,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7407/hd-180617-b/
HD 180902 b,341,1.685 Jupiters,7.78,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6818/hd-180902-b/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 196050 b,165,3.18 Jupiters,7.5,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6886/hd-196050-b/
HD 196067 b,130,6.9 Jupiters,6.51,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6887/hd-196067-b/
HD 196885 A b,111,2.58 Jupiters,6.39677,2007,https://exoplanets.nasa.gov//exoplanet-catalog/7528/hd-196885-a-b/
HD 197037 b,108,0.79 Jupiters,6.82294,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6889/hd-197037-b/
HD 19994 b,73,1.37 Jupiters,5.06345,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6590/hd-19994-b/
HD 20003 b,136,11.66 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7303/hd-20003-b/
HD 20003 c,136,14.44 Earths,8.39,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7304/hd-20003-c/
HD 200964 b,237,1.599 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6890/hd-200964-b/
HD 200964 c,237,1.214 Jupiters,6.48605,2010,https://exoplanets.nasa.gov//exoplanet-catalog/6891/hd-200964-c/
HD 202206 c,150,17.9 Jupiters,8.08,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6892/hd-202206-c/
HD 20794 c,20,2.4 Earths,4.26,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6592/hd-20794-c/
HD 20794 d,20,4.8 Earths,4.26,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6593/hd-20794-d/
HD 20794 e,20,4.77 Earths,4.26,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7199/hd-20794-e/
HD 208487 b,147,0.52 Jupiters,7.47,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6901/hd-208487-b/
HD 208527 b,1018,9.9 Jupiters,6.38984,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6900/hd-208527-b/
HD 20868 b,156,1.25 Jupiters,9.92,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6595/hd-20868-b/
HD 208897 b,220,1.4 Jupiters,6.50821,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7185/hd-208897-b/
HD 209458 b,158,0.73 Jupiters,7.65,1999,https://exoplanets.nasa.gov//exoplanet-catalog/6902/hd-209458-b/
HD 210193 b,138,0.4817 Jupiters,7.83,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7371/hd-210193-b/
HD 210277 b,69,1.29 Jupiters,6.54348,1998,https://exoplanets.nasa.gov//exoplanet-catalog/6903/hd-210277-b/
HD 20794 c,20,2.4 Earths,4.26,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6592/hd-20794-c/
HD 20794 d,20,4.8 Earths,4.26,2011,https://exoplanets.nasa.gov//exoplanet-catalog/6593/hd-20794-d/
HD 20794 e,20,4.77 Earths,4.26,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7199/hd-20794-e/
HD 208487 b,147,0.52 Jupiters,7.47,2004,https://exoplanets.nasa.gov//exoplanet-catalog/6901/hd-208487-b/
HD 208527 b,1018,9.9 Jupiters,6.38984,2012,https://exoplanets.nasa.gov//exoplanet-catalog/6900/hd-208527-b/
HD 20868 b,156,1.25 Jupiters,9.92,2008,https://exoplanets.nasa.gov//exoplanet-catalog/6595/hd-20868-b/
HD 208897 b,220,1.4 Jupiters,6.50821,2017,https://exoplanets.nasa.gov//exoplanet-catalog/7185/hd-208897-b/
HD 209458 b,158,0.73 Jupiters,7.65,1999,https://exoplanets.nasa.gov//exoplanet-catalog/6902/hd-209458-b/
HD 210193 b,138,0.4817 Jupiters,7.83,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7371/hd-210193-b/
HD 210277 b,69,1.29 Jupiters,6.54348,1998,https://exoplanets.nasa.gov//exoplanet-catalog/6903/hd-210277-b/
HD 21411 b,95,0.20734 Jupiters,7.88,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7378/hd-21411-b/
HD 214823 b,331,20.3 Jupiters,8.06,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7157/hd-214823-b/
HD 215152 b,70,1.819 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7258/hd-215152-b/
HD 215152 c,70,1.72 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7259/hd-215152-c/
HD 215152 d,70,2.801 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7260/hd-215152-d/
HD 215152 e,70,2.877 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7261/hd-215152-e/
HD 215497 b,132,6.3566 Earths,8.96,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6827/hd-215497-b/
HD 215497 c,132,0.33 Jupiters,8.96,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6828/hd-215497-c/
HD 216435 b,108,1.26 Jupiters,6.03,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6829/hd-216435-b/
HD 216437 b,87,2.223 Jupiters,6.04,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6830/hd-216437-b/
HD 21411 b,95,0.20734 Jupiters,7.88,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7378/hd-21411-b/
HD 214823 b,331,20.3 Jupiters,8.06,2016,https://exoplanets.nasa.gov//exoplanet-catalog/7157/hd-214823-b/
HD 215152 b,70,1.819 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7258/hd-215152-b/
HD 215152 c,70,1.72 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7259/hd-215152-c/
HD 215152 d,70,2.801 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7260/hd-215152-d/
HD 215152 e,70,2.877 Earths,8.11,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7261/hd-215152-e/
HD 215497 b,132,6.3566 Earths,8.96,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6827/hd-215497-b/
HD 215497 c,132,0.33 Jupiters,8.96,2009,https://exoplanets.nasa.gov//exoplanet-catalog/6828/hd-215497-c/
HD 216435 b,108,1.26 Jupiters,6.03,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6829/hd-216435-b/
HD 216437 b,87,2.223 Jupiters,6.04,2002,https://exoplanets.nasa.gov//exoplanet-catalog/6830/hd-216437-b/
HD 231701 b,355,1.13 Jupiters,8.97,2007,https://exoplanets.nasa.gov//exoplanet-catalog/6847/hd-231701-b/
HD 233604 b,2763,6.575 Jupiters,10.291,2013,https://exoplanets.nasa.gov//exoplanet-catalog/6848/hd-233604-b/
HD 233832 b,192,1.78 Jupiters,10.15,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7532/hd-233832-b/
HD 23472 b,127,17.92 Earths,9.73,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7338/hd-23472-b/
HD 23472 c,127,17.18 Earths,9.73,2019,https://exoplanets.nasa.gov//exoplanet-catalog/7339/hd-23472-c/
HD 23596 b,170,9.03 Jupiters,7.26122,2003,https://exoplanets.nasa.gov//exoplanet-catalog/6599/hd-23596-b/
HD 238090 b,50,6.89 Earths,9.71,2020,https://exoplanets.nasa.gov//exoplanet-catalog/7831/hd-238090-b/
HD 238914 b,1694,6 Jupiters,8.770001,2018,https://exoplanets.nasa.gov//exoplanet-catalog/7326/hd-238914-b/
